10 0
9.99991 0.0281746
9.99964 0.0563486
9.9992 0.0845217
9.99857 0.112693
9.99777 0.140863
9.99679 0.16903
9.99563 0.197194
9.9943 0.225354
9.99278 0.253511
9.99109 0.281663
9.98922 0.30981
9.98717 0.337951
9.98494 0.366087
9.98253 0.394215
9.97995 0.422337
9.97719 0.450451
9.97424 0.478558
9.97112 0.506655
9.96782 0.534744
9.96435 0.562823
9.96069 0.590892
9.95686 0.61895
9.95284 0.646997
9.94865 0.675033
9.94428 0.703056
9.93973 0.731067
9.935 0.759064
9.93009 0.787048
9.92501 0.815018
9.91974 0.842973
9.9143 0.870913
9.90867 0.898837
9.90287 0.926745
9.89689 0.954636
9.89073 0.98251
9.88438 1.01037
9.87786 1.0382
9.87116 1.06602
9.86428 1.09382
9.85722 1.1216
9.84998 1.14936
9.84256 1.1771
9.83496 1.20481
9.82718 1.23251
9.81922 1.26018
9.81108 1.28783
9.80276 1.31545
9.79426 1.34305
9.78557 1.37063
9.77671 1.39818
9.76767 1.4257
9.75844 1.4532
9.74903 1.48067
9.73945 1.50812
9.72968 1.53553
9.71973 1.56292
9.7096 1.59028
9.69928 1.61761
9.68879 1.6449
9.67811 1.67217
9.66725 1.69941
9.65621 1.72661
9.64499 1.75378
9.63358 1.78092
9.62199 1.80802
9.61022 1.83509
9.59827 1.86213
9.58613 1.88913
9.57381 1.91609
9.56131 1.94301
9.54862 1.9699
9.53575 1.99675
9.5227 2.02357
9.50946 2.05034
9.49604 2.07708
9.48243 2.10377
9.46864 2.13042
9.45466 2.15703
9.4405 2.1836
9.42616 2.21013
9.41163 2.23661
9.39691 2.26305
9.38201 2.28944
9.36693 2.31579
9.35165 2.3421
9.3362 2.36835
9.32055 2.39456
9.30472 2.42072
9.2887 2.44684
9.2725 2.4729
9.25611 2.49891
9.23953 2.52488
9.22277 2.55079
9.20581 2.57665
9.18867 2.60246
9.17134 2.62821
9.15383 2.65391
9.13612 2.67956
9.11823 2.70515
9.10014 2.73068
9.08187 2.75616
9.06341 2.78158
9.04476 2.80694
9.02592 2.83225
9.00689 2.85749
8.98767 2.88267
8.96826 2.90779
8.94866 2.93285
8.92886 2.95785
8.90888 2.98279
8.8887 3.00766
8.86834 3.03246
8.84778 3.0572
8.82703 3.08188
8.80608 3.10648
8.78495 3.13102
8.76362 3.15549
8.74209 3.17989
8.72038 3.20422
8.69847 3.22848
8.67636 3.25266
8.65406 3.27678
8.63157 3.30082
8.60888 3.32478
8.586 3.34867
8.56292 3.37248
8.53965 3.39622
8.51618 3.41988
8.49251 3.44346
8.46865 3.46696
8.44459 3.49038
8.42033 3.51372
8.39588 3.53697
8.37122 3.56014
8.34637 3.58323
8.32132 3.60623
8.29607 3.62915
8.27063 3.65198
8.24498 3.67472
8.21913 3.69737
8.19309 3.71994
8.16684 3.74241
8.14039 3.76479
8.11374 3.78707
8.08689 3.80926
8.05984 3.83136
8.03259 3.85336
8.00513 3.87527
7.97747 3.89707
7.94961 3.91878
7.92154 3.94039
7.89327 3.96189
7.8648 3.98329
7.83612 4.00459
7.80724 4.02579
7.77815 4.04687
7.74886 4.06786
7.71936 4.08873
7.68965 4.10949
7.65974 4.13015
7.62962 4.15069
7.59929 4.17112
7.56875 4.19143
7.53801 4.21163
7.50706 4.23171
7.4759 4.25168
7.44452 4.27152
7.41294 4.29125
7.38115 4.31085
7.34915 4.33034
7.31694 4.34969
7.28451 4.36892
7.25188 4.38803
7.21903 4.407
7.18597 4.42585
7.1527 4.44456
7.11921 4.46314
7.08551 4.48159
7.05159 4.4999
7.01746 4.51808
6.98312 4.53612
6.94856 4.55401
6.91378 4.57177
6.87879 4.58938
6.84358 4.60685
6.80815 4.62417
6.77251 4.64134
6.73665 4.65837
6.70057 4.67524
6.66427 4.69196
6.62775 4.70853
6.59101 4.72494
6.55405 4.74119
6.51687 4.75728
6.47947 4.77321
6.44185 4.78898
6.404 4.80458
6.36594 4.82002
6.32765 4.83529
6.28914 4.85038
6.2504 4.86531
6.21144 4.88006
6.17225 4.89463
6.13284 4.90902
6.09321 4.92324
6.05335 4.93727
6.01326 4.95112
5.97295 4.96478
5.9324 4.97825
5.89164 4.99153
5.85064 5.00462
5.80941 5.01751
5.76796 5.0302
5.72628 5.0427
