10 0
9.995 0.158088
9.97999 0.316017
9.95496 0.473628
9.91987 0.630761
9.87467 0.787251
9.81932 0.942931
9.75374 1.09763
9.67784 1.25116
9.59152 1.40335
9.49467 1.554
9.38716 1.7029
9.26884 1.84984
9.13954 1.99459
8.99907 2.1369
8.84723 2.2765
8.68378 2.41312
8.50847 2.54644
8.32101 2.67612
8.12109 2.80179
7.90835 2.92304
7.68242 3.03941
7.44286 3.15038
7.1892 3.25538
6.9209 3.35375
6.63739 3.44473
6.33799 3.52747
6.02199 3.60095
5.68854 3.66398
5.33671 3.71517
4.96547 3.75281
4.57362 3.77485
4.15983 3.77873
3.72258 3.76125
3.26021 3.71828
2.77087 3.64441
2.25267 3.53234
1.7039 3.37186
1.12375 3.14826
0.51413 2.83941
-0.115124 2.41088
-0.731036 1.80968
-1.23709 0.972292
-1.43172 -0.0818271
-1.18735 -1.11423
-0.66698 -1.91775
-0.0564431 -2.49674
0.562034 -2.91405
1.1605 -3.2185
1.73052 -3.4417
2.27045 -3.60416
2.78107 -3.71967
3.26395 -3.79782
3.72083 -3.84559
4.15342 -3.86816
4.56327 -3.86951
4.95181 -3.85273
5.32028 -3.82032
5.66981 -3.77428
6.00139 -3.71628
6.3159 -3.64769
6.61412 -3.56969
6.89676 -3.48326
7.16444 -3.38928
7.41773 -3.28848
7.65712 -3.18152
7.88308 -3.06897
8.09602 -2.95135
8.2963 -2.82911
8.48426 -2.70267
8.66019 -2.5724
8.82439 -2.43863
8.97707 -2.30169
9.11848 -2.16185
9.24881 -2.01938
9.36823 -1.87454
9.47691 -1.72754
9.57499 -1.57861
9.66259 -1.42794
9.73982 -1.27575
9.80677 -1.12221
9.86352 -0.967505
9.91014 -0.811803
9.94668 -0.655276
9.97317 -0.498086
9.98965 -0.340397
9.99613 -0.182366
9.99259 -0.0241528
9.97905 0.134085
9.95546 0.292187
9.9218 0.449993
9.878 0.60734
9.82402 0.76406
9.75977 0.91998
9.68515 1.07492
9.60007 1.2287
9.5044 1.38113
9.39799 1.53199
9.2807 1.68108
9.15235 1.82817
9.01273 1.973
8.86164 2.11532
8.69883 2.25484
8.52403 2.39125
8.33694 2.52422
8.13724 2.65336
7.92455 2.77826
7.69848 2.89847
7.45857 3.01346
7.20433 3.12266
6.9352 3.2254
6.65057 3.32093
6.34974 3.40835
6.03194 3.48666
5.69629 3.55463
5.34181 3.61084
4.96739 3.65355
4.57178 3.68063
4.15353 3.68945
3.71105 3.67667
3.24252 3.63799
2.74597 3.56771
2.21935 3.45808
1.66081 3.2982
1.06954 3.07217
0.447938 2.75581
-0.192089 2.31119
-0.810428 1.68051
-1.29181 0.802274
-1.42228 -0.269812
-1.12533 -1.27153
-0.591963 -2.03726
0.0125113 -2.59205
0.619798 -2.99654
1.20669 -3.2952
1.7661 -3.51682
2.2967 -3.68025
2.79922 -3.7983
3.2751 -3.88
3.72597 -3.93192
4.15338 -3.95901
4.5588 -3.96508
4.94353 -3.95312
5.30876 -3.92553
5.65554 -3.88429
5.9848 -3.83099
6.29737 -3.767
6.594 -3.69346
6.87535 -3.61135
7.14202 -3.52153
7.39453 -3.42472
7.63338 -3.32158
7.85899 -3.21267
8.07176 -3.09852
8.27204 -2.97956
8.46014 -2.85622
8.63636 -2.72886
8.80096 -2.59783
8.95416 -2.46344
9.09618 -2.32596
9.22721 -2.18568
9.34741 -2.04283
9.45694 -1.89764
9.55594 -1.75035
9.6445 -1.60114
9.72275 -1.45021
9.79076 -1.29776
9.84861 -1.14397
9.89635 -0.988995
9.93403 -0.833018
9.96168 -0.676199
9.97932 -0.518701
9.98696 -0.360683
9.98459 -0.202304
9.9722 -0.0437213
9.94975 0.114905
9.9172 0.273414
9.87449 0.431644
9.82156 0.589425
9.75831 0.746588
9.68465 0.902953
9.60047 1.05834
9.50563 1.21254
9.39999 1.36537
9.28337 1.51661
9.1556 1.66602
9.01647 1.81336
8.86575 1.95837
8.70317 2.10076
8.52847 2.24022
8.34133 2.37642
8.1414 2.50896
7.9283 2.63744
7.7016 2.7614
7.46084 2.88031
7.20548 2.99358
6.93495 3.10055
6.6486 3.20042
6.34569 3.29232
6.0254 3.3752
5.68681 3.4478
5.32887 3.50866
4.95041 3.55598
4.55007 3.58755
4.12632 3.60061
3.67743 3.59167
3.20145 3.55616
2.69624 3.488
2.15959 3.37886
1.58955 3.21687
0.985402 2.98449
0.35044 2.65475
-0.299994 2.18498
-0.914534 1.51177
-1.35194 0.581996
-1.39564 -0.500021
-1.04095 -1.45766
-0.495005 -2.17855
0.102791 -2.70474
