10 0
10 0.00158114
10 0.00316228
10 0.00474342
9.99999 0.00632455
9.99999 0.00790569
9.99998 0.00948683
9.99998 0.011068
9.99997 0.0126491
9.99996 0.0142302
9.99995 0.0158114
9.99994 0.0173925
9.99993 0.0189736
9.99992 0.0205547
9.9999 0.0221359
9.99989 0.023717
9.99987 0.0252981
9.99986 0.0268792
9.99984 0.0284603
9.99982 0.0300415
9.9998 0.0316226
9.99978 0.0332037
9.99976 0.0347848
9.99974 0.0363659
9.99971 0.037947
9.99969 0.0395281
9.99966 0.0411091
9.99964 0.0426902
9.99961 0.0442713
9.99958 0.0458524
9.99955 0.0474335
9.99952 0.0490145
9.99949 0.0505956
9.99946 0.0521766
9.99942 0.0537577
9.99939 0.0553387
9.99935 0.0569198
9.99932 0.0585008
9.99928 0.0600818
9.99924 0.0616629
9.9992 0.0632439
9.99916 0.0648249
9.99912 0.0664059
9.99908 0.0679869
9.99903 0.0695679
9.99899 0.0711488
9.99894 0.0727298
9.9989 0.0743108
9.99885 0.0758918
9.9988 0.0774727
9.99875 0.0790536
9.9987 0.0806346
9.99865 0.0822155
9.9986 0.0837964
9.99854 0.0853773
9.99849 0.0869583
9.99843 0.0885391
9.99838 0.09012
9.99832 0.0917009
9.99826 0.0932818
9.9982 0.0948626
9.99814 0.0964435
9.99808 0.0980243
9.99802 0.0996052
9.99795 0.101186
9.99789 0.102767
9.99782 0.104348
9.99776 0.105928
9.99769 0.107509
9.99762 0.10909
9.99755 0.110671
9.99748 0.112251
9.99741 0.113832
9.99734 0.115413
9.99726 0.116994
9.99719 0.118574
9.99711 0.120155
9.99704 0.121736
9.99696 0.123316
9.99688 0.124897
9.9968 0.126478
9.99672 0.128058
9.99664 0.129639
9.99656 0.131219
9.99647 0.1328
9.99639 0.134381
9.9963 0.135961
9.99622 0.137542
9.99613 0.139122
9.99604 0.140703
9.99595 0.142283
9.99586 0.143864
9.99577 0.145444
9.99568 0.147025
9.99558 0.148605
9.99549 0.150186
9.99539 0.151766
9.9953 0.153346
9.9952 0.154927
9.9951 0.156507
9.995 0.158088
9.9949 0.159668
9.9948 0.161248
9.99469 0.162828
9.99459 0.164409
9.99449 0.165989
9.99438 0.167569
9.99427 0.16915
9.99417 0.17073
9.99406 0.17231
9.99395 0.17389
9.99384 0.17547
9.99373 0.177051
9.99361 0.178631
9.9935 0.180211
9.99339 0.181791
9.99327 0.183371
9.99315 0.184951
9.99304 0.186531
9.99292 0.188111
9.9928 0.189691
9.99268 0.191271
9.99256 0.192851
9.99243 0.194431
9.99231 0.196011
9.99219 0.197591
9.99206 0.199171
9.99193 0.200751
9.99181 0.20233
9.99168 0.20391
9.99155 0.20549
9.99142 0.20707
9.99129 0.20865
9.99115 0.210229
9.99102 0.211809
9.99089 0.213389
9.99075 0.214969
9.99061 0.216548
9.99048 0.218128
9.99034 0.219707
9.9902 0.221287
9.99006 0.222867
9.98992 0.224446
9.98977 0.226026
9.98963 0.227605
9.98949 0.229185
9.98934 0.230764
9.98919 0.232344
9.98905 0.233923
9.9889 0.235502
9.98875 0.237082
9.9886 0.238661
9.98845 0.240241
9.98829 0.24182
9.98814 0.243399
9.98798 0.244978
9.98783 0.246558
9.98767 0.248137
9.98751 0.249716
9.98736 0.251295
9.9872 0.252874
9.98704 0.254453
9.98687 0.256032
9.98671 0.257611
9.98655 0.25919
9.98638 0.260769
9.98622 0.262348
9.98605 0.263927
9.98588 0.265506
9.98572 0.267085
9.98555 0.268664
9.98538 0.270243
9.9852 0.271822
9.98503 0.2734
9.98486 0.274979
9.98468 0.276558
9.98451 0.278137
9.98433 0.279715
9.98415 0.281294
9.98397 0.282873
9.98379 0.284451
9.98361 0.28603
9.98343 0.287608
9.98325 0.289187
9.98307 0.290765
9.98288 0.292344
9.9827 0.293922
9.98251 0.2955
9.98232 0.297079
9.98213 0.298657
9.98194 0.300235
9.98175 0.301814
9.98156 0.303392
9.98137 0.30497
9.98117 0.306548
9.98098 0.308126
9.98078 0.309705
9.98059 0.311283
9.98039 0.312861
9.98019 0.314439
9.97999 0.316017
