0.1	1
0.11	0.999999
0.12	0.999998
0.13	0.999995
0.14	0.99999
0.15	0.999983
0.16	0.999974
0.17	0.999963
0.18	0.999949
0.19	0.999932
0.2	0.999911
0.21	0.999887
0.22	0.999858
0.23	0.999825
0.24	0.999787
0.25	0.999744
0.26	0.999694
0.27	0.999639
0.28	0.999577
0.29	0.999508
0.3	0.999431
0.31	0.999346
0.32	0.999252
0.33	0.999149
0.34	0.999036
0.35	0.998913
0.36	0.998778
0.37	0.998633
0.38	0.998475
0.39	0.998304
0.4	0.99812
0.41	0.997922
0.42	0.997709
0.43	0.99748
0.44	0.997236
0.45	0.996975
0.46	0.996696
0.47	0.996399
0.48	0.996084
0.49	0.995748
0.5	0.995392
0.51	0.995015
0.52	0.994616
0.53	0.994194
0.54	0.993748
0.55	0.993278
0.56	0.992783
0.57	0.992262
0.58	0.991714
0.59	0.991138
0.6	0.990533
0.61	0.989899
0.62	0.989235
0.63	0.98854
0.64	0.987812
0.65	0.987051
0.66	0.986257
0.67	0.985427
0.68	0.984562
0.69	0.98366
0.7	0.982721
0.71	0.981743
0.72	0.980725
0.73	0.979667
0.74	0.978567
0.75	0.977426
0.76	0.97624
0.77	0.975011
0.78	0.973736
0.79	0.972415
0.8	0.971047
0.81	0.96963
0.82	0.968164
0.83	0.966648
0.84	0.965081
0.85	0.963462
0.86	0.961789
0.87	0.960063
0.88	0.958281
0.89	0.956443
0.9	0.954548
0.91	0.952595
0.92	0.950583
0.93	0.948511
0.94	0.946378
0.95	0.944183
0.96	0.941925
0.97	0.939603
0.98	0.937216
0.99	0.934764
1	0.932244
1.01	0.929657
1.02	0.927001
1.03	0.924276
1.04	0.92148
1.05	0.918613
1.06	0.915674
1.07	0.912662
1.08	0.909575
1.09	0.906414
1.1	0.903177
1.11	0.899863
1.12	0.896473
1.13	0.893004
1.14	0.889456
1.15	0.885828
1.16	0.88212
1.17	0.87833
1.18	0.874459
1.19	0.870505
1.2	0.866468
1.21	0.862347
1.22	0.858141
1.23	0.85385
1.24	0.849473
1.25	0.84501
1.26	0.840459
1.27	0.835822
1.28	0.831096
1.29	0.826282
1.3	0.821378
1.31	0.816386
1.32	0.811304
1.33	0.806131
1.34	0.800869
1.35	0.795515
1.36	0.790071
1.37	0.784535
1.38	0.778908
1.39	0.773189
1.4	0.767379
1.41	0.761477
1.42	0.755483
1.43	0.749396
1.44	0.743218
1.45	0.736949
1.46	0.730587
1.47	0.724134
1.48	0.717589
1.49	0.710953
1.5	0.704226
1.51	0.697408
1.52	0.6905
1.53	0.683501
1.54	0.676414
1.55	0.669237
1.56	0.661971
1.57	0.654618
1.58	0.647177
1.59	0.639649
1.6	0.632036
1.61	0.624337
1.62	0.616554
1.63	0.608687
1.64	0.600738
1.65	0.592707
1.66	0.584595
1.67	0.576404
1.68	0.568134
1.69	0.559787
1.7	0.551364
1.71	0.542867
1.72	0.534296
1.73	0.525652
1.74	0.516939
1.75	0.508156
1.76	0.499306
1.77	0.49039
1.78	0.48141
1.79	0.472368
1.8	0.463265
1.81	0.454103
1.82	0.444884
1.83	0.43561
1.84	0.426284
1.85	0.416907
1.86	0.407481
1.87	0.398008
1.88	0.388492
1.89	0.378933
1.9	0.369335
1.91	0.3597
1.92	0.35003
1.93	0.340328
1.94	0.330596
1.95	0.320837
1.96	0.311054
1.97	0.30125
1.98	0.291427
1.99	0.281587
2	0.271735
2.01	0.261873
2.02	0.252003
2.03	0.24213
2.04	0.232255
2.05	0.222382
2.06	0.212515
2.07	0.202656
2.08	0.192809
2.09	0.182977
2.1	0.173163
2.11	0.163371
2.12	0.153604
2.13	0.143865
2.14	0.134159
2.15	0.124488
2.16	0.114855
2.17	0.105266
2.18	0.0957223
2.19	0.0862284
2.2	0.0767879
2.21	0.0674043
2.22	0.0580814
2.23	0.0488228
2.24	0.0396321
2.25	0.0305131
2.26	0.0214695
2.27	0.0125049
2.28	0.00362316
2.29	-0.00517209
2.3	-0.0138771
2.31	-0.0224882
2.32	-0.0310017
2.33	-0.0394138
2.34	-0.047721
2.35	-0.0559195
2.36	-0.0640057
2.37	-0.0719759
2.38	-0.0798266
2.39	-0.0875542
2.4	-0.0951551
2.41	-0.102626
2.42	-0.109963
2.43	-0.117163
2.44	-0.124223
2.45	-0.131138
2.46	-0.137907
2.47	-0.144525
2.48	-0.15099
2.49	-0.157298
2.5	-0.163446
2.51	-0.169431
2.52	-0.17525
2.53	-0.180901
2.54	-0.186381
2.55	-0.191686
2.56	-0.196814
2.57	-0.201763
2.58	-0.206531
2.59	-0.211114
2.6	-0.21551
2.61	-0.219718
2.62	-0.223735
2.63	-0.227559
2.64	-0.231189
2.65	-0.234622
2.66	-0.237857
2.67	-0.240892
2.68	-0.243726
2.69	-0.246358
2.7	-0.248787
2.71	-0.25101
2.72	-0.253029
2.73	-0.25484
2.74	-0.256445
2.75	-0.257843
2.76	-0.259032
2.77	-0.260013
2.78	-0.260786
2.79	-0.261351
2.8	-0.261708
2.81	-0.261857
2.82	-0.261799
2.83	-0.261534
2.84	-0.261063
2.85	-0.260388
2.86	-0.259509
2.87	-0.258427
2.88	-0.257145
2.89	-0.255663
2.9	-0.253983
2.91	-0.252108
2.92	-0.250039
2.93	-0.247778
2.94	-0.245328
2.95	-0.242691
2.96	-0.239871
2.97	-0.23687
2.98	-0.23369
2.99	-0.230336
3	-0.22681
3.01	-0.223116
3.02	-0.219258
3.03	-0.215239
3.04	-0.211064
3.05	-0.206736
3.06	-0.20226
3.07	-0.19764
3.08	-0.192881
3.09	-0.187986
3.1	-0.182962
3.11	-0.177814
3.12	-0.172545
3.13	-0.167161
3.14	-0.161668
3.15	-0.156072
3.16	-0.150376
3.17	-0.144589
3.18	-0.138714
3.19	-0.132758
3.2	-0.126727
3.21	-0.120627
3.22	-0.114463
3.23	-0.108243
3.24	-0.101973
3.25	-0.0956587
3.26	-0.0893065
3.27	-0.0829231
3.28	-0.0765151
3.29	-0.0700889
3.3	-0.0636511
3.31	-0.0572085
3.32	-0.0507676
3.33	-0.0443351
3.34	-0.0379178
3.35	-0.0315222
3.36	-0.025155
3.37	-0.018823
3.38	-0.0125327
3.39	-0.00629076
3.4	-0.000103744
3.41	0.00602183
3.42	0.0120795
3.43	0.0180628
3.44	0.0239654
3.45	0.0297811
3.46	0.0355036
3.47	0.0411269
3.48	0.046645
3.49	0.0520519
3.5	0.057342
3.51	0.0625095
3.52	0.067549
3.53	0.0724551
3.54	0.0772225
3.55	0.0818462
3.56	0.0863213
3.57	0.090643
3.58	0.0948067
3.59	0.0988081
3.6	0.102643
3.61	0.106307
3.62	0.109798
3.63	0.11311
3.64	0.116241
3.65	0.119187
3.66	0.121947
3.67	0.124516
3.68	0.126893
3.69	0.129075
3.7	0.131061
3.71	0.132848
3.72	0.134436
3.73	0.135823
