0 0 0
0.01 0 0
0.02 0.0001 5e-09
0.03 0.0003 4.5e-08
0.04 0.0006 1.8e-07
0.05 0.001 5e-07
0.06 0.0015 1.125e-06
0.07 0.0021 2.205e-06
0.08 0.0028 3.92e-06
0.09 0.0036 6.48e-06
0.1 0.0045 1.0125e-05
0.11 0.0055 1.5125e-05
0.12 0.0066 2.178e-05
0.13 0.0078 3.042e-05
0.14 0.0091 4.1405e-05
0.15 0.0105 5.5125e-05
0.16 0.012 7.2e-05
0.17 0.0136 9.248e-05
0.18 0.0153 0.000117045
0.19 0.0171 0.000146205
0.2 0.019 0.0001805
0.21 0.021 0.0002205
0.22 0.0231 0.000266805
0.23 0.0253 0.000320045
0.24 0.0276 0.00038088
0.25 0.03 0.00045
0.26 0.0325 0.000528125
0.27 0.0351 0.000616005
0.28 0.0378 0.00071442
0.29 0.0406 0.00082418
0.3 0.0435 0.000946125
0.31 0.0465 0.00108113
0.32 0.0496 0.00123008
0.33 0.0528 0.00139392
0.34 0.0561 0.00157361
0.35 0.0595 0.00177013
0.36 0.063 0.0019845
0.37 0.0666 0.00221778
0.38 0.0703 0.00247105
0.39 0.0741 0.00274541
0.4 0.078 0.003042
0.41 0.082 0.003362
0.42 0.0861 0.00370661
0.43 0.0903 0.00407705
0.44 0.0946 0.00447458
0.45 0.099 0.0049005
0.46 0.1035 0.00535613
0.47 0.1081 0.00584281
0.48 0.1128 0.00636192
0.49 0.1176 0.00691488
0.5 0.1225 0.00750313
0.51 0.1275 0.00812813
0.52 0.1326 0.00879138
0.53 0.1378 0.00949442
0.54 0.1431 0.0102388
0.55 0.1485 0.0110261
0.56 0.154 0.011858
0.57 0.1596 0.0127361
0.58 0.1653 0.013662
0.59 0.1711 0.0146376
0.6 0.177 0.0156645
0.61 0.183 0.0167445
0.62 0.1891 0.0178794
0.63 0.1953 0.019071
0.64 0.2016 0.0203213
0.65 0.208 0.021632
0.66 0.2145 0.0230051
0.67 0.2211 0.0244426
0.68 0.2278 0.0259464
0.69 0.2346 0.0275186
0.7 0.2415 0.0291611
0.71 0.2485 0.0308761
0.72 0.2556 0.0326657
0.73 0.2628 0.0345319
0.74 0.2701 0.036477
0.75 0.2775 0.0385031
0.76 0.285 0.0406125
0.77 0.2926 0.0428074
0.78 0.3003 0.04509
0.79 0.3081 0.0474628
0.8 0.316 0.049928
0.81 0.324 0.052488
0.82 0.3321 0.0551452
0.83 0.3403 0.057902
0.84 0.3486 0.060761
0.85 0.357 0.0637245
0.86 0.3655 0.0667951
0.87 0.3741 0.0699754
0.88 0.3828 0.0732679
0.89 0.3916 0.0766753
0.9 0.4005 0.0802001
0.91 0.4095 0.0838451
0.92 0.4186 0.087613
0.93 0.4278 0.0915064
0.94 0.4371 0.0955282
0.95 0.4465 0.0996811
0.96 0.456 0.103968
0.97 0.4656 0.108392
0.98 0.4753 0.112955
0.99 0.4851 0.117661
1 0.495 0.122513
1.01 0.505 0.127513
1.02 0.5151 0.132664
1.03 0.5253 0.13797
1.04 0.5356 0.143434
1.05 0.546 0.149058
1.06 0.5565 0.154846
1.07 0.5671 0.160801
1.08 0.5778 0.166926
1.09 0.5886 0.173225
1.1 0.5995 0.1797
1.11 0.6105 0.186355
1.12 0.6216 0.193193
1.13 0.6328 0.200218
1.14 0.6441 0.207432
1.15 0.6555 0.21484
1.16 0.667 0.222445
1.17 0.6786 0.230249
1.18 0.6903 0.238257
1.19 0.7021 0.246472
1.2 0.714 0.254898
1.21 0.726 0.263538
1.22 0.7381 0.272396
1.23 0.7503 0.281475
1.24 0.7626 0.290779
1.25 0.775 0.300313
1.26 0.7875 0.310078
1.27 0.8001 0.32008
1.28 0.8128 0.330322
1.29 0.8256 0.340808
1.3 0.8385 0.351541
1.31 0.8515 0.362526
1.32 0.8646 0.373767
1.33 0.8778 0.385266
1.34 0.8911 0.39703
1.35 0.9045 0.40906
1.36 0.918 0.421362
1.37 0.9316 0.433939
1.38 0.9453 0.446796
1.39 0.9591 0.459936
1.4 0.973 0.473365
1.41 0.987 0.487085
1.42 1.0011 0.501101
1.43 1.0153 0.515417
1.44 1.0296 0.530038
1.45 1.044 0.544968
1.46 1.0585 0.560211
1.47 1.0731 0.575772
1.48 1.0878 0.591654
1.49 1.1026 0.607863
1.5 1.1175 0.624403
1.51 1.1325 0.641278
1.52 1.1476 0.658493
1.53 1.1628 0.676052
1.54 1.1781 0.69396
1.55 1.1935 0.712221
1.56 1.209 0.730841
1.57 1.2246 0.749823
1.58 1.2403 0.769172
1.59 1.2561 0.788894
1.6 1.272 0.808992
1.61 1.288 0.829472
1.62 1.3041 0.850338
1.63 1.3203 0.871596
1.64 1.3366 0.89325
1.65 1.353 0.915305
1.66 1.3695 0.937765
1.67 1.3861 0.960637
1.68 1.4028 0.983924
1.69 1.4196 1.00763
1.7 1.4365 1.03177
1.71 1.4535 1.05633
1.72 1.4706 1.08133
1.73 1.4878 1.10677
1.74 1.5051 1.13266
1.75 1.5225 1.159
1.76 1.54 1.1858
1.77 1.5576 1.21306
1.78 1.5753 1.24079
1.79 1.5931 1.26898
1.8 1.611 1.29766
1.81 1.629 1.32682
1.82 1.6471 1.35647
1.83 1.6653 1.38661
1.84 1.6836 1.41725
1.85 1.702 1.4484
1.86 1.7205 1.48006
1.87 1.7391 1.51223
1.88 1.7578 1.54493
1.89 1.7766 1.57815
1.9 1.7955 1.61191
1.91 1.8145 1.64621
1.92 1.8336 1.68104
1.93 1.8528 1.71643
1.94 1.8721 1.75238
1.95 1.8915 1.78889
1.96 1.911 1.82596
1.97 1.9306 1.86361
1.98 1.9503 1.90184
1.99 1.9701 1.94065
