0	1	0.1	-0.1	1
0.01	0.9997	0.1002	-0.0999002	1
0.02	0.9994	0.100401	-0.0998002	1
0.03	0.999099	0.100601	-0.0997	1
0.04	0.998797	0.100802	-0.0995996	1
0.05	0.998495	0.101004	-0.099499	1
0.06	0.998193	0.101206	-0.0993982	1
0.07	0.99789	0.101408	-0.0992972	1
0.08	0.997586	0.10161	-0.099196	1
0.09	0.997282	0.101813	-0.0990946	1
0.1	0.996977	0.102016	-0.098993	1
0.11	0.996672	0.102219	-0.0988912	1
0.12	0.996367	0.102422	-0.0987891	1
0.13	0.996061	0.102626	-0.0986869	1
0.14	0.995754	0.10283	-0.0985845	1
0.15	0.995447	0.103035	-0.0984819	1
0.16	0.995139	0.10324	-0.098379	1
0.17	0.994831	0.103445	-0.098276	1
0.18	0.994522	0.10365	-0.0981728	1
0.19	0.994213	0.103856	-0.0980693	1
0.2	0.993904	0.104062	-0.0979657	1
0.21	0.993593	0.104269	-0.0978618	1
0.22	0.993283	0.104475	-0.0977577	1
0.23	0.992971	0.104682	-0.0976535	1
0.24	0.992659	0.10489	-0.097549	1
0.25	0.992347	0.105097	-0.0974443	1
0.26	0.992034	0.105305	-0.0973394	1
0.27	0.991721	0.105513	-0.0972343	1
0.28	0.991407	0.105722	-0.097129	1
0.29	0.991093	0.105931	-0.0970235	1
0.3	0.990778	0.10614	-0.0969178	1
0.31	0.990462	0.106349	-0.0968118	1
0.32	0.990146	0.106559	-0.0967057	1
0.33	0.98983	0.106769	-0.0965993	1
0.34	0.989513	0.10698	-0.0964928	1
0.35	0.989195	0.107191	-0.096386	1
0.36	0.988877	0.107402	-0.096279	1
0.37	0.988559	0.107613	-0.0961718	1
0.38	0.98824	0.107825	-0.0960644	1
0.39	0.98792	0.108037	-0.0959568	1
0.4	0.9876	0.108249	-0.095849	1
0.41	0.987279	0.108462	-0.0957409	1
0.42	0.986958	0.108675	-0.0956327	1
0.43	0.986636	0.108888	-0.0955242	1
0.44	0.986314	0.109101	-0.0954155	1
0.45	0.985991	0.109315	-0.0953066	1
0.46	0.985668	0.109529	-0.0951975	1
0.47	0.985344	0.109744	-0.0950882	1
0.48	0.98502	0.109959	-0.0949787	1
0.49	0.984695	0.110174	-0.0948689	1
0.5	0.98437	0.110389	-0.094759	1
0.51	0.984044	0.110605	-0.0946488	1
0.52	0.983717	0.110821	-0.0945384	1
0.53	0.98339	0.111038	-0.0944278	1
0.54	0.983063	0.111254	-0.094317	1
0.55	0.982735	0.111471	-0.0942059	1
0.56	0.982406	0.111689	-0.0940947	1
0.57	0.982077	0.111906	-0.0939832	1
0.58	0.981747	0.112124	-0.0938715	1
0.59	0.981417	0.112343	-0.0937596	1
0.6	0.981086	0.112561	-0.0936474	1
0.61	0.980755	0.11278	-0.0935351	1
0.62	0.980423	0.112999	-0.0934225	1
0.63	0.980091	0.113219	-0.0933097	1
0.64	0.979758	0.113439	-0.0931967	1
0.65	0.979425	0.113659	-0.0930835	1
0.66	0.979091	0.113879	-0.0929701	1
0.67	0.978756	0.1141	-0.0928564	1
0.68	0.978422	0.114321	-0.0927425	1
0.69	0.978086	0.114542	-0.0926284	1
0.7	0.97775	0.114764	-0.0925141	1
0.71	0.977413	0.114986	-0.0923995	1
0.72	0.977076	0.115208	-0.0922848	1
0.73	0.976739	0.115431	-0.0921698	1
0.74	0.9764	0.115654	-0.0920546	1
0.75	0.976062	0.115877	-0.0919391	1
0.76	0.975723	0.116101	-0.0918235	1
0.77	0.975383	0.116325	-0.0917076	1
0.78	0.975042	0.116549	-0.0915915	1
0.79	0.974702	0.116774	-0.0914751	1
0.8	0.97436	0.116998	-0.0913586	1
0.81	0.974018	0.117224	-0.0912418	1
0.82	0.973676	0.117449	-0.0911248	1
0.83	0.973333	0.117675	-0.0910075	1
0.84	0.972989	0.117901	-0.0908901	1
0.85	0.972645	0.118127	-0.0907724	1
0.86	0.9723	0.118354	-0.0906545	1
0.87	0.971955	0.118581	-0.0905364	1
0.88	0.97161	0.118808	-0.090418	1
0.89	0.971263	0.119036	-0.0902994	1
0.9	0.970917	0.119264	-0.0901806	1
0.91	0.970569	0.119492	-0.0900615	1
0.92	0.970221	0.119721	-0.0899423	1
0.93	0.969873	0.11995	-0.0898228	1
0.94	0.969524	0.120179	-0.089703	1
0.95	0.969175	0.120409	-0.0895831	1
0.96	0.968824	0.120638	-0.0894629	1
0.97	0.968474	0.120869	-0.0893425	1
0.98	0.968123	0.121099	-0.0892218	1
0.99	0.967771	0.12133	-0.0891009	1
1	0.967419	0.121561	-0.0889798	1
1.01	0.967066	0.121792	-0.0888585	1
1.02	0.966713	0.122024	-0.0887369	1
1.03	0.966359	0.122256	-0.0886151	1
1.04	0.966005	0.122488	-0.0884931	1
1.05	0.96565	0.122721	-0.0883708	1
1.06	0.965294	0.122954	-0.0882483	1
1.07	0.964938	0.123187	-0.0881256	1
1.08	0.964582	0.123421	-0.0880026	1
1.09	0.964225	0.123655	-0.0878794	1
1.1	0.963867	0.123889	-0.087756	1
1.11	0.963509	0.124123	-0.0876323	1
1.12	0.96315	0.124358	-0.0875084	1
1.13	0.962791	0.124593	-0.0873843	1
1.14	0.962431	0.124829	-0.0872599	1
1.15	0.962071	0.125064	-0.0871353	1
1.16	0.96171	0.1253	-0.0870104	1
1.17	0.961349	0.125537	-0.0868854	1
1.18	0.960987	0.125774	-0.0867601	1
1.19	0.960624	0.12601	-0.0866345	1
1.2	0.960261	0.126248	-0.0865087	1
1.21	0.959897	0.126485	-0.0863827	1
1.22	0.959533	0.126723	-0.0862564	1
1.23	0.959168	0.126962	-0.0861299	1
1.24	0.958803	0.1272	-0.0860032	1
1.25	0.958437	0.127439	-0.0858762	1
1.26	0.958071	0.127678	-0.085749	1
1.27	0.957704	0.127917	-0.0856216	1
1.28	0.957337	0.128157	-0.0854939	1
1.29	0.956969	0.128397	-0.0853659	1
1.3	0.9566	0.128638	-0.0852378	1
1.31	0.956231	0.128878	-0.0851093	1
1.32	0.955861	0.129119	-0.0849807	1
1.33	0.955491	0.129361	-0.0848518	1
1.34	0.95512	0.129602	-0.0847227	1
1.35	0.954749	0.129844	-0.0845933	1
1.36	0.954377	0.130086	-0.0844637	1
1.37	0.954005	0.130329	-0.0843338	1
1.38	0.953632	0.130572	-0.0842037	1
1.39	0.953259	0.130815	-0.0840734	1
1.4	0.952885	0.131058	-0.0839428	1
1.41	0.95251	0.131302	-0.0838119	1
1.42	0.952135	0.131546	-0.0836809	1
1.43	0.951759	0.13179	-0.0835495	1
1.44	0.951383	0.132035	-0.083418	1
1.45	0.951006	0.13228	-0.0832862	1
1.46	0.950629	0.132525	-0.0831541	1
1.47	0.950251	0.132771	-0.0830218	1
1.48	0.949873	0.133017	-0.0828893	1
1.49	0.949494	0.133263	-0.0827565	1
1.5	0.949114	0.133509	-0.0826234	1
1.51	0.948734	0.133756	-0.0824902	1
1.52	0.948353	0.134003	-0.0823566	1
1.53	0.947972	0.134251	-0.0822229	1
1.54	0.94759	0.134498	-0.0820888	1
1.55	0.947208	0.134746	-0.0819546	1
1.56	0.946825	0.134995	-0.0818201	1
1.57	0.946442	0.135243	-0.0816853	1
1.58	0.946058	0.135492	-0.0815503	1
1.59	0.945674	0.135741	-0.081415	1
1.6	0.945289	0.135991	-0.0812795	1
1.61	0.944903	0.136241	-0.0811437	1
1.62	0.944517	0.136491	-0.0810077	1
1.63	0.94413	0.136741	-0.0808715	1
1.64	0.943743	0.136992	-0.0807349	1
1.65	0.943355	0.137243	-0.0805982	1
1.66	0.942967	0.137494	-0.0804612	1
1.67	0.942578	0.137746	-0.0803239	1
1.68	0.942189	0.137998	-0.0801864	1
1.69	0.941799	0.13825	-0.0800486	1
1.7	0.941408	0.138503	-0.0799106	1
1.71	0.941017	0.138755	-0.0797723	1
1.72	0.940625	0.139008	-0.0796338	1
1.73	0.940233	0.139262	-0.079495	1
1.74	0.93984	0.139516	-0.079356	1
1.75	0.939447	0.13977	-0.0792167	1
1.76	0.939053	0.140024	-0.0790772	1
1.77	0.938659	0.140278	-0.0789374	1
1.78	0.938264	0.140533	-0.0787973	1
1.79	0.937868	0.140789	-0.078657	1
1.8	0.937472	0.141044	-0.0785165	1
1.81	0.937076	0.1413	-0.0783757	1
1.82	0.936679	0.141556	-0.0782346	1
1.83	0.936281	0.141812	-0.0780933	1
1.84	0.935883	0.142069	-0.0779517	1
1.85	0.935484	0.142326	-0.0778099	1
1.86	0.935085	0.142583	-0.0776678	1
1.87	0.934685	0.142841	-0.0775254	1
1.88	0.934284	0.143099	-0.0773828	1
1.89	0.933883	0.143357	-0.0772399	1
1.9	0.933482	0.143615	-0.0770968	1
1.91	0.93308	0.143874	-0.0769534	1
1.92	0.932677	0.144133	-0.0768098	1
1.93	0.932274	0.144392	-0.0766659	1
1.94	0.93187	0.144652	-0.0765217	1
1.95	0.931466	0.144912	-0.0763773	1
1.96	0.931061	0.145172	-0.0762326	1
