10	0
9.95871	0.90784
9.83517	1.80818
9.6304	2.69359
9.3461	3.55675
8.98461	4.39054
8.54892	5.18807
8.04262	5.94275
7.4699	6.64835
6.8355	7.29904
6.14463	7.88946
5.40302	8.41471
4.61679	8.87047
3.79243	9.25297
2.93675	9.55906
2.05682	9.7862
1.1599	9.93251
0.253394	9.9968
-0.6552	9.97852
-1.55838	9.87783
-2.44869	9.69557
-3.31878	9.43323
-4.16146	9.09299
-4.96978	8.67765
-5.73704	8.19064
-6.45693	7.63599
-7.12349	7.01827
-7.73122	6.34259
-8.2751	5.61453
-8.75064	4.84011
-9.15391	4.0257
-9.48157	3.17806
-9.73094	2.30416
-9.89993	1.41123
-9.98717	0.506655
-9.99193	-0.40211
-9.91416	-1.30755
-9.75452	-2.2022
-9.51431	-3.07866
-9.19553	-3.92969
-8.80081	-4.74826
-8.3334	-5.52763
-7.79717	-6.26134
-7.19655	-6.94334
-6.53649	-7.568
-5.82245	-8.13015
-5.06032	-8.62516
-4.2564	-9.04894
-3.41732	-9.39798
-2.55003	-9.66941
-1.66167	-9.86099
-0.75959	-9.97112
0.148762	-9.9989
1.05589	-9.94411
1.95429	-9.80718
2.83655	-9.58927
3.69539	-9.29216
4.52371	-8.9183
5.31467	-8.4708
6.06173	-7.95333
6.75874	-7.37018
7.39992	-6.72616
7.97999	-6.02659
8.49415	-5.27725
8.93817	-4.48433
9.30836	-3.65437
9.60168	-2.79423
9.8157	-1.91101
9.94866	-1.01201
9.99945	-0.104652
9.96766	0.80357
9.85355	1.70516
9.65806	2.59266
9.38281	3.45875
9.03006	4.29628
8.60274	5.09832
8.10437	5.85826
